,Time,Topics,Articles,Names,Source
75,3/17/2022,EU countries supplying Russia weapons isn’t just jaw-droppingly complacent – it’s insane,"NOT for the first time, Ukraine’s brave President Zelensky hits the nail on the head. “All you cared about was the economy,” he bluntly told German MPs \xadyesterday, berating them for doing next to nothing when Putin was massing tanks on his borders in early February. But that holds true for the other major EU nations too, going right back to 2015. Because Germany, France and Italy sold vast and lucrative quantities of weapons to Russia, dodging an arms embargo established in 2014. Ten EU countries were involved, raking in \xadhundreds of millions of euros. It is bad enough that the Brussels club’s heavy and deliberate dependence on Russian energy is even now keeping the Kremlin war machine afloat. But we now know that Ukrainians are being massacred and terrorised with weapons supplied by EU nations: Bombs from Paris, guns from Berlin, armoured cars from Rome. Britain’s hands are not spotless either.  We too seem to have supplied Moscow, albeit on a far smaller scale.  The Government insists no military export licences were granted after 2014. But, as with the EU, old contracts WERE fulfilled. Given Putin’s crimes — from Syria to Crimea to the Salisbury poisonings — this wasn’t just jaw-droppingly complacent on the part of Europe’s leaders. It was insane. IT is grim, even as Ukraine burns, to hear speculation already about when and how Russian sanctions might be lifted. They must NEVER be relaxed while Putin and his lackeys remain in power. Unprovoked, these evil men ignited a catastrophic war to steal a neighbouring country . . . mass-murdering its innocent citizens and levelling its cities. Each day they look more likely to fail. But the horror is already far too great to be forgiven until Russia is under brand new leadership.  Many thousands are dead, three million Ukrainians are refugees, the global economy is reeling and Russia is isolated and broken. We sympathise with its citizens, most of them sadly still swallowing Kremlin lies, for the suffering they must now endure. But until the smirking war criminal and his grotesque henchmen are jailed or dead it would be an obscenity for anything like normal relations to resume. WE’RE not keen on a total ban on MPs’ second jobs. But there should be limits. Indeed the Government appeared to back a ceiling on pay or hours during the scandal last year over Geoffrey Cox’s vast earnings as a QC. \n Now it’s quietly U-turned. It reckons either limit would be “impractical”. Inconvenient, more like . . . to those Tory MPs who consider an MP’s £82,000-a year salary a pittance. PICTURES of women and children fleeing the horror of Ukraine’s devastated towns and cities have moved Sun readers to tears.', ""Many of you want to help the five million caught in the chaos — and now you can, by donating to The Sun's Ukraine Fund."", 'Give as little as £3 or as much as you can afford and every penny will be donated to the Red Cross on the ground helping women, children, the old, the infirm and the wounded.', ""Donate here to help The Sun's fund"", 'Or text to 70141 from UK mobiles £3 — text SUN£3£5 — text SUN£5£10 — text SUN£10 Texts cost your chosen donation amount (e.g. £5) +1 standard message (we receive 100%). For full T&Cs visit\xa0redcross.org.uk/mobile The Ukraine Crisis Appeal will support people in areas currently affected and those potentially affected in the future by the crisis. In the unlikely event that the British Red Cross raise more money than can be reasonably and efficiently spent, any surplus funds will be used to help them prepare for and respond to other humanitarian disasters anywhere in the world. For more information visit\xa0https://donate.redcross.org.uk/appeal/disaster-fund","Texts, Geoffrey Cox, Donate, Putin, Zelensky",sun_news
76,3/21/2022,"Nato must back Ukraine unwaveringly with our words, sanctions and weapons","THE West must not give Putin an inch, any more than the Allies did Hitler. That means backing Ukraine’s President Zelensky all the way in his refusal to surrender — and giving him every tool to defeat this heinous enemy. Joe Biden has little appetite for foreign conflicts, as he showed long ago over Vietnam and with his shambolic retreat from Afghanistan last year. But it would be folly for Nato to be thinking already, or at all, of pressurising Zelensky into ending the war by handing Putin some form of victory. To hell with that.  For Ukraine to offer anything beyond its promise not to join Nato, which is not on the cards anyway, would reward the monster for genocide. For all our sakes it must not happen. Putin must be defeated, then ousted. The theory that he needs an “exit ramp”, a way to back off but retain credibility at home, is flawed. He has no PR problem in Russia, no need to “sell” a victory.  Despite our punishing sanctions, most still swallow whatever Putin tells them, such is his stranglehold on the media there. Russians dismiss as bogus the video proof of slaughtered civilians sent to them by distressed Ukrainian friends. They even accept the absurd lie that the apocalyptic levelling of Mariupol is the work of mythical Ukrainian Nazis. Putin could tell them anything.  Only Russia’s defeated soldiers returning home with the truth might change that. Zelensky has huge charisma, courage and leadership qualities.  He, not the West, must determine Ukraine’s fate. Nato must back him unwaveringly. With our words, sanctions and weapons. FEW would envy a Chancellor tasked with balancing the books after borrowing a staggering £400billion during Covid. In turn Rishi Sunak needs to grasp the appalling pressures on low-paid Sun readers hammered by rocketing bills.  He can read their experiences opposite. At tomorrow’s crucial mini-Budget Mr Sunak must cut fuel duty by at least 5p a litre.  That will make some difference, but not enough.  The Sun would also like VAT and green levies slashed on energy. And we again urge the Chancellor to rethink whether the worst economic squeeze in a generation is the right moment to raise National Insurance. It isn’t, of course.  But if Downing Street insists it cannot be avoided, Mr Sunak can at least tweak income thresholds to spare the lowest-paid. Don’t let us down, Rishi. THE energy bill’s landed at Brenda McCossick’s three-bed house. Electric’s not bad: £16.17 for March so far.  \n Gas is a bit more, at almost £2billion. We didn’t think the price cap went up until April.","Rishi, Joe Biden, Putin, Brenda McCossick’s, Hitler, Zelensky",sun_news
77,3/22/2022,Putin used the post-Soviet era to gorge himself on his nation’s oil wealth,"FOR decades Russia has been ruled by murderous gangsters and thieves. How else could Putin come to own the world’s priciest yacht? He has used the post-Soviet era to gorge himself on his nation’s oil and gas wealth, even more greedily than the oligarchs who suck up to him. Bizarrely, most Russians don’t seem to mind, any more than they do his deranged war. Not yet, anyway. Of course the Scheherazade isn’t in Putin’s name. There’s a shell company on the paperwork, the same sort of legal ruse keeping his pal Alisher Usmanov’s UK mansions out of Britain’s grasp. But it is a monstrous floating palace, fit for a monster. A judo-loving monster. Italy should seize it without delay and fill it with refugees.  Or sell it and hand the cash to Ukrainian charities. If neither is possible, blow it to smithereens. Putin can hardly complain. INSIDE the bubble of Boris-hating Remainiac malcontents, Britain is derided 24/7. They say we’re a backwater who destroyed our own EU-based significance and now “have no credibility around the world”. They’re welcome to their misery. But on Planet Earth the opposite is true.We led the world on jabs and emerged first from Covid’s deadliest stages. Our efforts for Ukrainians have earned us a new place in their hearts. And although we have already signed or reaffirmed scores of trade deals since Brexit, bigger ones now look imminent. International Trade chief Anne-Marie Trevelyan begins talks with Canada today to vastly improve our EU-era agreement. Israel, Mexico and the giants of India and the US are queuing up to do likewise. Putin has unwittingly reminded democracies who their real friends are. “The rest of the world thinks the UK is amazing and wants to work with a trusted partner,” says Mrs Trevelyan. ""We do ourselves down.” Not quite true, Anne-Marie. “We” don’t. UNDER two dismal commissioners the Met Police was allowed to fester and rot. The watchdog’s report into its efforts to eradicate corruption is shocking. Not least because those efforts barely exist. We knew the London force’s vetting procedures were broken, given that it recruited Sarah Everard’s killer Wayne Couzens. We now know a staggering 350 staff have criminal convictions and are still not monitored effectively. Hundreds of valuable crime exhibits are missing — and 2,000 warrant cards.  \n Even more depressingly the inspector finds no appetite among the “arrogant” top brass to learn from failings. What an indictment of Cressida Dick and Bernard Hogan-Howe before her. Whoever takes over has a massive task. But they can hardly do worse.","Mrs Trevelyan, Wayne Couzens, Cressida Dick, Anne-Marie Trevelyan, Anne-Marie, Boris, Sarah Everard, Putin, Bernard Hogan-Howe",sun_news
78,3/24/2022,Russia must be axed from G20 and ostracised by the international community,"THE Russian war machine, over-hyped and inept, is in disarray.  The last thing Nato, and President Biden especially, should do now is give Putin any concession. The Kremlin monster will get no quarter from Britain, which has led the West’s response, training and arming Ukraine and unveiling punishing sanctions.  It’s no surprise Boris Johnson is considered President Zelensky’s No1 ally and Putin’s No1 Nato foe. And Nato does appear outwardly united that there must be NO pressure on Zelensky to strike a peace deal against his will.  That he alone must be the master of his nation’s destiny. He has certainly earned that right. For once, Joe Biden talked a good game yesterday too. We have to hope he sticks to every word. He has a history of craving hasty exits from foreign conflicts, regardless of the consequences to those left behind.  His White House is reportedly already \xadprivately discussing how Russia might ultimately be rehabilitated. That must not happen while Putin and his evil lackeys remain. Nato must offer Moscow nothing. We must stand behind, and arm, Zelensky.  We must not ease sanctions even if the invaders fully retreat back into Russia. There can be no glimmer of reward or upside from their catastrophic, unprovoked war, their attempted destruction of a peaceful neighbour. Economic punishment must last not just until a ceasefire, or even a full peace deal, but as long as the existing regime is in place . . . grim though that will be for Russia’s people. This pariah nation must be axed from the G20 and ostracised by the international community while its tyrant is still in power.  Resume anything like normal relations and Putin will regroup and try again.  He believes subjugating Ukraine is his destiny. But Nato’s vows to stand firm and united may not be enough. Russian troops have proved adept only at slaughtering unarmed civilians. It is most likely that the mad dog, staring defeat in the face, will try to turn the tide by unleashing chemical, biological or nuclear weapons on the population. Nato will need a more devastating response then. And Russia can forget all about forgiveness, or normality, ever again. IT’S the same old story, the same old \xadrip-off.  Fuel prices go up like a rocket but come down like a feather . . . if at all. When the wholesale cost soars, drivers immediately feel the pain.  But Rishi Sunak cuts fuel duty and half our garages sit tight and keep raking in the inflated takings. \n They were told in writing to act once the reduction came in at 6pm on Wednesday. Too many ignored it. Prices should be at least 5p a litre cheaper. It is simply outrageous that some forecourts are sitting on their hands. PICTURES of women and children fleeing the horror of Ukraine’s devastated towns and cities have moved Sun readers to tears.', ""Many of you want to help the five million caught in the chaos — and now you can, by donating to The Sun's Ukraine Fund."", 'Give as little as £3 or as much as you can afford and every penny will be donated to the Red Cross on the ground helping women, children, the old, the infirm and the wounded.', ""Donate here to help The Sun's fund"", 'Or text to 70141 from UK mobiles £3 — text SUN£3£5 — text SUN£5£10 — text SUN£10 Texts cost your chosen donation amount (e.g. £5) +1 standard message (we receive 100%). For full T&Cs visit\xa0redcross.org.uk/mobile The Ukraine Crisis Appeal will support people in areas currently affected and those potentially affected in the future by the crisis. In the unlikely event that the British Red Cross raise more money than can be reasonably and efficiently spent, any surplus funds will be used to help them prepare for and respond to other humanitarian disasters anywhere in the world. For more information visit\xa0https://donate.redcross.org.uk/appeal/disaster-fund","Biden, Rishi Sunak, Boris Johnson, Texts, Joe Biden, Donate, Putin, Zelensky",sun_news
79,3/27/2022,How can we lecture Putin on freedom if we don’t secure it at home?,"WAR in Ukraine has shown that freedom must never be taken for granted. Dominic Raab’s planned laws to protect free speech against the deranged witch-hunts of baying woke mobs are long overdue. For too long cancel culture bigots have ridden roughshod over freedom of expression. At the same time billionaire chums of Vladimir Putin have used big-money British law firms to stifle investigations into their corrupt activities. The Justice Secretary is right to demand that those “with blood on their hands, or dirty money in their pockets” should be exposed. But Mr Raab must also use new legislation to reverse the recent Supreme Court ruling that blocks the identification of people who are arrested. \n This ludicrous judgement is a licence for monsters. It gives villains the chance to hide their wrongdoings behind all-concealing privacy laws. And in a chilling echo of Putin’s police state, it means cops have less scrutiny over who they decide to arrest. How can we lecture Putin on freedom if we don’t secure it at home? A GUARANTEED six-and-a half hour school day is a sensible proposition. Especially as the poorest children have suffered almost two years of disruption and lost lessons during the pandemic. Anyone would see the plan as perfectly reasonable. Anyone that is apart from the boss of a militant teaching union. The left-wing chief of the National Education Union, Kevin Courtney, scoffs: “What will happen in the extra 10 to 15 minutes some pupils will remain in school?” You never know, Mr Courtney. They may actually learn something. IT IS a far cry from her ceremonial Gold State Coach. But the Queen’s new luxury golf buggy is a brilliant idea to help her move around Windsor Castle. It is a stylish and dignified mode of transport which her own mother turned to in later years. \n Her Majesty will probably only use it privately. But if you do see her in it on the M4 please leave plenty of room.","Vladimir Putin, Putin, Queen, Raab, Kevin Courtney, Dominic Raab",sun_news
80,3/28/2022,Russian sanctions must not be lifted even if Putin fully retreats from Ukraine,"EVEN amid the carnage of war, President Zelensky retains a calm and rational grasp of exactly who his friends are. Britain “is definitely on our side”, he says. “It is not performing a balancing act. Britain wants Ukraine to win and Russia to lose.” Compare that with those compromised by their over-reliance on Russian energy and reluctant to commit more weapons or impose more sanctions. Of France and President Macron, \xadZelensky says: “They are afraid of Russia. And that’s it.”  Of Germany: “They are trying to be balanced. They are making a mistake.”  Meanwhile Sleepy Joe Biden had helped Ukraine, he said, but “more slowly than we needed”. Boris Johnson’s Government has been admirably robust.  Yet two Cabinet ministers say sanctions may be lifted if Russia fully retreats and commits to peace. Why? Without provocation it has slaughtered thousands, enslaved 40,000, displaced \xadmillions and annihilated towns and cities to leave them uninhabitable. There are even extraordinary claims that it may have poisoned ceasefire negotiators, including Putin’s ally Roman Abramovich. Why would Russia not now be a global pariah, isolated for a generation, or at least while the current regime remains? And why, given the lies spewing 24/7 from the Kremlin, would we ever trust a word it utters about peace? Have we learned nothing about this criminal tyranny? WHY does Keir Starmer find the penis poser so hard? He insists all trans women, born male but identifying as female, are women.  Given that some have not had surgery to remove their male organ, he is left with only one logical answer: “Yes. Women can have a penis.” Why can’t Labour’s leader just say it, instead of blustering limply on the radio? It’s because he knows that most voters beyond woke millennials in London and our university cities would respond “No, they can’t” — and agree with Boris Johnson that “the basic facts of biology remain overwhelmingly important”. This issue is enraging increasing numbers of women. Starmer needs a definitive answer. So does Boris. Tackle this head-on, gents — it will keep popping up. WILL Smith’s Oscars performance, \xaddispensing instant justice for his wronged wife, was a stinker. True, Chris Rock’s joke was crass and cruel if he knew about Jada’s alopecia. But Will laughed until he saw her face. \n At which point heckling back wasn’t enough for him. He had to be seen, by a global audience, taking violent revenge. It was no example to set, especially to millions of kids who idolise him.","Boris Johnson, Boris, Chris Rock, Putin, WILL Smith, Sleepy Joe Biden, Zelensky",sun_news
81,4/1/2022,Zelensky must face no pressure from the West to offer Putin any significant concession,"SO much for Russia, the supposed military superpower. We were told Putin’s murdering hordes would take Kyiv in three days. Five weeks later they have been put to flight by a Ukrainian resistance so skilled and so heroic the world can only look on in awe. We should believe nothing from the Kremlin, especially now as it reels from the shock of its defeats.  But the notion that its ragged, exhausted, mutinous troops are abandoning President Zelensky’s capital as a goodwill gesture pending peace talks is particularly laughable. So is Moscow’s claim that Ukraine hitting back by bombing a fuel depot in Russia jeopardises those negotiations. Who are they trying to kid? Putin’s fascist invaders have annihilated Ukrainian cities, slaughtered civilians, targeted mums and babies in hospital, raped women in their homes. It is a criminal regime craving victory and territory, not peace.  Even now, who is to say that having withdrawn from Kyiv they won’t flatten it from the air? But Zelensky must face no pressure from the West to offer Putin any significant concession. Forty years ago today Britain too had to face down a foreign invader.  Memories of our heroic troops eventually repelling the Argentinians from the Falklands are still vivid. We gave them nothing. And Britain will stand fully behind Zelensky if he does the same. The US, France and Germany MUST join us, and resist the temptation to hand Putin the slightest gain from his monstrous war in their desperation to stabilise their economies. It is vital for Ukraine, and the free world. THE cost of living disaster may not be the Tories’ fault — but they’re doing themselves no favours. It’s been known for weeks that energy bills would rocket on April 1, quickly followed by council tax and National Insurance. Which genius at Tory HQ thought it was a good idea for the PM and senior ministers to spend the night before hosting a champagne and canapes bash for donors at upmarket Claridge’s? Meanwhile, a minister on £115,000 (following a £2,200 rise yesterday) complains how “tricky” it is for his family to get by.  Did Kit Malthouse not consider how that might sound to those who are genuinely struggling? Sort it out . . . or voters will do it for you. WHAT a group. Leave aside the mad intensity of England or the US vs Iran . . . imagine England v Scotland, or Wales!  Imagine the desperation not to put Ukraine out after all they’ve been through. The Qatar World Cup is brilliant already.","Zelensky, Putin",sun_news
82,4/3/2022,Britain needs to give Zelensky the firepower he needs to crush Putin’s psychopathic invaders,"THE subhuman depravity of Vladimir Putin’s invaders plumbs new depths daily. As his shambolic forces beat a humiliating retreat from the west of Ukraine, the full scale of the slaughter they have left in their wake is emerging. Mass graves. Women gang-raped and murdered. Civilians, including children, tortured, mutilated, tied up then casually executed. Bodies discarded in the street like yesterday’s rubbish, some even booby-trapped with mines. How proud the millions of Russians who back Putin as their strongman must be of “soldiers” whose genocidal atrocities are indistinguishable from those of the Second World War Nazis they once helped to defeat. Some western leaders may mistake Volodymyr Zelensky’s improbable success in turning the bloody tide for an excuse to ease off on sanctions against Moscow and military aid for Kyiv. They would be wiser to follow Boris Johnson’s clarion call to seize the initiative, as all eyes now turn to Ukraine’s east, where the atrocities are thought to be on a still more sickening level. We stand four-square behind the PM in wanting to give Zelensky the firepower he needs — including tanks — to crush Putin’s rabble of psychopathic cut-throats. WITH an energy crisis taking a wrecking ball to household budgets, ministers squabbling over wind turbines is as fruitful as two bald men fighting over a comb. No solution will please everyone, and little in the Government’s much-delayed energy security strategy this week will defuse our cost crisis in the near future. But it is crucial that it puts the UK on course for a diverse and self-sufficient energy supply in the decades ahead. That means renewables, including offshore AND onshore turbines; fracking to exploit our shale gas reserves; and new nuclear power stations uncompromised by foreign ownership. Most importantly, when a direction is set, stick to it, and crack on with it. We find ourselves in the current mess partly because of successive governments’ dithering and lack of will. It is imperative future generations are dealt a better hand. IF quantitative boozing isn’t already a term in economists’ lexicon, it should be now. New figures show beer sales, which nosedived during lockdowns, rebounded last year to almost pre-pandemic levels, with Brits necking an extra 1.1BILLION pints to gladden the hearts of struggling pub landlords up and down the country. And with fewer restrictions this year, along with a World Cup, there’s nothing to stop us boosting the nation’s GDP (Glugged-Down Pints) even further. Rebuilding the economy pint by pint is a tough task\u2009.\u2009.\u2009.\u2009but someone’s got to do it.","Boris Johnson, Volodymyr Zelensky, Vladimir Putin, Putin, Zelensky",sun_news
83,4/4/2022,Brexit-haters insisting Brussels is doing more than Britain are in denial – ask Zelensky,"THE EU cannot indulge in yet another war of words. There is a real war to be won. The self-obsessed bickering between Poland, France and Germany over their Russia stance is typical of the dysfunctional, endlessly dithering Brussels club. In fairness, Poland has a point. Does President Macron really think he’s negotiating with Putin? It is futile. It smacks of a ruse to delay firmer action. He needs a laser-like focus instead on bringing more economic harm to Russia and on equipping Ukraine’s forces. Germany must wake up too. Yes, it will suffer if it ditches Russian energy. But Europe’s money is funding this pariah regime and its grotesque war crimes. If the EU is the force for good it so often claims, it must stop squabbling and act more ruthlessly against evil. Ukraine’s President Zelensky blames France and Germany for “14 years of concessions” to Putin. But he warmly thanked Boris Johnson for his “historical leadership” over weapons and sanctions. Those Brexit-haters obsessively insisting Brussels is doing more than Britain are in laughable denial. Ask Zelensky. A NATION without a free Press ends up swallowing everything its leader says. It may learn to detest its neighbours. It may dismiss them — as its monstrous President does — as a bogus country whose innocent citizens deserve death. Terrifying numbers in Russia back the psychopathic savages who pass for its army, even as they go door to door executing civilians SS-style. They believe blatant lies and dismiss provable truth. We wish Russia’s poison was confined to the Kremlin. It is not. Putin has whipped traditional nationalism into a murderous, racist frenzy. It is a broken nation, guilty of genocide, at risk of being \xadglobally despised for generations. When a wicked state controls the media, this is where it can end. WHY aren’t pump prices plummeting? The wholesale oil cost has fallen.  Rishi Sunak’s fuel duty cut should have taken another 5p off a litre. Why is it no more than 1p cheaper in some parts? A Pumpwatch regulator would end this rip-off by fuel giants and retailers. Let’s have one. MILLIONS may just have assumed June Brown WAS crabby, chain-smoking EastEnders hypochondriac Dot Cotton. Such was the magnificence of the act she carried off for a staggering 2,884 episodes. In reality June was charming and fun. The smoking was real though. RIP June. RIP Dot. We’ll raise a glass of sweet sherry to you. PICTURES of women and children fleeing the horror of Ukraine’s devastated towns and cities have moved Sun readers to tears.', ""Many of you want to help the five million caught in the chaos — and now you can, by donating to The Sun's Ukraine Fund."", 'Give as little as £3 or as much as you can afford and every penny will be donated to the Red Cross on the ground helping women, children, the old, the infirm and the wounded.', ""Donate here to help The Sun's fund"", 'Or text to 70141 from UK mobiles £3 — text SUN£3£5 — text SUN£5£10 — text SUN£10 Texts cost your chosen donation amount (e.g. £5) +1 standard message (we receive 100%). For full T&Cs visit\xa0redcross.org.uk/mobile The Ukraine Crisis Appeal will support people in areas currently affected and those potentially affected in the future by the crisis. In the unlikely event that the British Red Cross raise more money than can be reasonably and efficiently spent, any surplus funds will be used to help them prepare for and respond to other humanitarian disasters anywhere in the world. For more information visit\xa0https://donate.redcross.org.uk/appeal/disaster-fund","Rishi, Boris Johnson, Ask Zelensky, Texts, Macron, Donate, Putin, Brexit, Zelensky",sun_news
84,4/5/2022,Shambolic Home Office shames Britain and betrays terrified Ukrainian refugees in need of a home,"ARROGANT, complacent, lazy, useless. The Home Office shames Britain before the eyes of the world. Its shambolic failure to green-light more refugees is a betrayal not just of those poor, terrified Ukrainians but of the families who have offered them a home and of Europe’s combined war effort. No one can fault our Government’s commitment to Ukraine’s forces.  But Priti Patel’s department lags woefully behind on those needing our sanctuary. Visa applications take an age to process if they are processed at all. A supposed 24/7 helpline is swamped because just 15 staff are allegedly tasked with handling thousands of calls a day. Distressed men and women still in the war zone are just told they must wait. It is a disgraceful way to handle this emergency, matched for ineptitude only by the Home Office’s simultaneous failure to stop hundreds of illegal migrants arriving daily across the Channel. One of Whitehall’s key departments is broken.  Its civil servants were already disinclined to make anything succeed for a Brexit-backing Tory Government.  Covid was an excuse to work even less. This toxic combination of indolence, intransigence and hapless leadership is blighting lives and letting Britain down. It must be fixed. FRACKING is unpopular, argue Friends of the Earth. The Government says the same.  But the tide may at last be turning. For years eco fanatics sharing conspiracy theories did Putin a favour by turning Britain against extracting our apparently vast quantities of shale gas.  His RT propaganda channel backed them. The industry looked dead. But it’s been reprieved. And a survey reveals it now has 44 per cent support, a majority for lifting the fracking ban. Funny how a cost of living crisis focuses minds. Extinction Rebellion and other face-glueing, nappy-wearing clowns cannot grasp it — but wind and solar will never power Britain alone and new nuclear plants will take a decade.  We need as much cheap gas as possible meantime. Fracking was the answer in the US. It would be insane not to find out if it can be here. THE threat by the tech giants to the future of news outlets is an urgent problem the Government has been too slow to sort. Google and Facebook snaffle 80 per cent of online ad revenue at a crippling cost to news platforms, especially local ones.  While the Tories have set up a Digital Markets Unit to make them pay a fair price for content, it will have no legal powers for the foreseeable. Some publishers are fighting for life. How many must go under before Downing Street legislates to give this watchdog some teeth?","Whitehall, Priti Patel, Putin, Covid",sun_news
85,4/6/2022,EU sanctions on Putin are meaningless while bloc simultaneously bankrolls his genocide,"IT is insane that the EU can slap supposedly punitive new sanctions on Putin while simultaneously bankrolling his genocide. We know past leaders got their economies hooked on Russian energy. But these fresh curbs won’t cripple the madman while gas revenue keeps pouring in. EU nations have bought €35billion of it since the war started, while giving just €1billion in lethal aid to Ukraine.  Their new sanctions, like \xadours, bite only tiny chunks from the Kremlin’s income. Foreign Secretary Liz Truss says we are “decimating Putin’s war machine”. Not yet we’re not. Germany and others are so terrified of life without Russian gas they cannot countenance a total ban.  But they must. There are now reports of the industrial slaughter of civilians in Mariupol and their incineration using mobile crematoriums.  That would tell of a Kremlin which set out to unleash orchestrated horrors unseen since the Holocaust. If we will not deploy Nato troops to stop Russia, sanctions must bankrupt them — whatever hardship that brings to Europe. IT’S tough to fathom the minds of British social media conspiracy theorists who make excuses for, or openly back, Putin. This madness unites the Corbynite hard Left with right-wing anti-vaxers. Such is their loathing for the West’s media and governments they literally believe the Kremlin’s absurd lies over filmed testimony from traumatised Ukrainian widows who saw their husbands casually executed by Russians. Football’s Matt Le Tissier isn’t that craven, though he too disputes the truth of the massacres in Bucha.  What are he and others struggling to grasp? Ex-Russian president Dmitry Medvedev says Putin aims to build an empire stretching to Portugal.  Do the conspiracists really think a tyrant of such monstrous and wicked ambition, a new Hitler, would level Ukrainian cities but NOT \xadterrorise and massacre civilians? The Soviets used to call such sympathisers “useful idiots”.  It is far too mild a term for those now siding with evil. MONSTROUS Jon Venables must be kept behind bars. Since he murdered James Bulger the system has treated HIM as a victim. In 2001 he was freed with a new ID and a lifelong media gagging order. Yet he was then caught twice with child sex abuse images and is back inside. Venables plans another freedom bid before the Justice Secretary can secure legal powers to veto parole rulings.  Dominic Raab will fear the killer could hoodwink the panel, as in 2013. The Parole Board must spare him the worry. Venables remains a danger to children. He blew his second and third chances — he must not be given a fourth.","Matt Le Tissier, James Bulger, Jon Venables, Dmitry Medvedev, Putin, Liz Truss, Hitler, Dominic Raab, Venables",sun_news
86,4/8/2022,"We must cripple Putin’s finances NOW, not when Germany considers it convenient","“AN evil without limits.” Who could possibly argue now with President Zelensky’s condemnation of Putin? Russia’s once-proud army — reduced to a brainwashed horde of racist rapists and executioners — has massacred in plain sight scores of harmless civilians waiting for trains out of the war zone. Women and kids, warned to leave to avoid being killed, but deliberately blown to pieces by a shell labelled “for the children”, presumably indicating revenge as a motive. Russia’s criminal Kremlin regime, its terrorist troops and its apparently stone-hearted and complicit people are damned now for generations. We and the free nations of the West must unite to defeat them with massive military support to Ukraine, paralysing sanctions and warm-hearted generosity towards those who manage to escape. For all his flaws, Boris Johnson is leading the world admirably on the first two. On the third Britain is failing abysmally. Hundreds of thousands have offered space in their homes. They are being betrayed, and our country shamed, by a useless Home Office which has approved only one in 40 visas and for which even Priti Patel is now moved to apologise. Quite why the Home Secretary cannot light a fire under her idle and inept civil servants is beyond us. Council jobsworths, meanwhile, are making the Homes For Ukraine process even more cumbersome and ineffective by ruling out some properties over laughable health and safety concerns. Does any sane person really fear that refugees fleeing Russian missiles might be at new risk from uncarpeted British floorboards or overly steep stairs? What a perfect example of the red tape that routinely strangles Britain. But our failings are insignificant against those of Germany and others whose vast payments for Russian gas are still bankrolling the genocide. We accept that Chancellor Olaf Scholz is having to pick up the pieces of Angela Merkel’s catastrophic appeasement of Putin and deranged energy policies. But he is still choosing Germany’s economic comfort over innocent lives and the futures of Ukraine and Europe itself. He hopes to ditch Kremlin gas by mid-2024. That will be far, far too late. Britain, the US and EU must enable Zelensky to prevail NOW, sending planes, tanks and a vast arsenal. We must cripple Putin’s finances NOW, not just as soon as comfortable Germans consider it convenient. The horrors so far in Ukraine are only the start. We are in a race to prevent more. WE all need a break from war and angry politics, even a brief one. So thank God for the feast of sport this weekend: Man City-Liverpool and the Aussie Grand Prix tomorrow. But first, of course, the National at 5.15pm on Saturday. We’re under starter’s orders already. Not to mention ordering starters.","Boris Johnson, Angela Merkel’s, Olaf Scholz, Putin, Priti Patel, Zelensky",sun_news
87,4/15/2022,Zelensky and courageous Ukrainians must be reassured the West will always stand by their side,"RUSSIA’S state machinery has spewed out a contradictory jumble of lies over the sinking of its flagship, the Moskva. With typical mendacity, the Kremlin first tried to insist the cruiser was not sent to its watery grave by Ukrainian missiles, but as the result of a fire. Now one of Vladimir Putin’s ludicrous apologists tells Russian state TV the Moskva was in fact torpedoed by “Nato apparatus” — triggering “World War 3”. Russia’s response yesterday was to pummel Kyiv, and threaten all kinds of bloodthirsty revenge for the humiliation of its single biggest loss at sea since 1905. For all the Ukrainian heroics, Putin is digging in for a long, hideous onslaught.  The West must respond in kind. Boris Johnson has led the way in supplying lethal aid.  Germany has to follow suit, and stop giving Putin blood-soaked billions to keep his gas taps flowing. And docile US President Joe Biden must match his talk of Russia’s “genocide” with action and no longer balk at sending Ukraine’s Volodymyr Zelensky all the armoury he is asking for. With fighting in the east only set to intensify, hopes of a negotiated peace seem more distant than ever. Which makes it even more vital for President Zelensky and his courageous people to be reassured that the West will always stand by their side. WE are glad it was Prince Harry who initiated this week’s meeting with his grandmother en route to his latest Invictus Games in the Netherlands. More cynical royal-watchers may wonder if the Sussexes’ rendezvous with the Queen will merely end up as material for a podcast or tell-all interview. And of course, it would have been preferable if Harry and Meghan could have prioritised attending Prince Philip’s memorial service last month. But Easter is a time for new beginnings so for Her Majesty’s sake let’s hope that’s what this is, and that Harry brings the kids next time so little Lilibet can finally meet the great-gran whose name she carries. EVER wonder why the Home Office has for so long been political kryptonite for any Cabinet minister appointed to lead it? The latest insight into the day-to-day priorities of the department’s floundering civil servants may offer a clue. Staff working on immigration services have been ordered to end all emails by declaring whether they are a man, woman or non-binary — which ironically has resulted in complaints that the Home Office is breaching the Equalities Act. Is it too much to hope they might worry less about policing pronouns — and more about processing the visas of desperate Ukrainian refugees?","Boris Johnson, Volodymyr Zelensky, Vladimir Putin, Moskva, Sussexes, Lilibet, Joe Biden, Prince Philip, Prince Harry, Putin, Queen, Harry, Meghan, Zelensky",sun_news
